,year,title,genre,avg_vote,movie_rating,duration,watchability
1018,2006,Alpha Dog,"Biography, Crime, Drama",6.9,good,118,really long movie
1019,2005,Apocalypse and the Beauty Queen,Fantasy,2.7,bad,95,really long movie
1020,2005,Blízko nebe,"Comedy, Drama",4.7,okay,96,really long movie
1021,2005,Cavalcade,"Biography, Drama",4.6,okay,90,no data
1022,2005,Cayo,Drama,6.3,good,112,really long movie
1023,2006,Confetti,"Comedy, Music, Romance",5.7,okay,100,really long movie
1024,2005,Egreti gelin,Drama,6.2,good,100,really long movie
1025,2005,Erkan & Stefan in Der Tod kommt krass,Comedy,4.3,okay,97,really long movie
1026,2006,Failure to Launch,"Comedy, Romance",5.6,okay,97,really long movie
1027,2005,Hababam Sinifi Askerde,Comedy,3.0,okay,112,really long movie
1028,2006,Southern Justice,"Action, Adventure, Thrille",3.3,okay,96,really long movie
1029,2006,Just Another Romantic Wrestling Comedy,"Comedy, Romance, Sport",1.4,bad,105,really long movie
1030,2006,In ascolto,"Crime, Drama, Thriller",6.3,good,105,really long movie
1031,2005,El método,Drama,7.2,good,115,really long movie
1032,2005,Neighborhood Watch,"Horror, Thriller",5.1,okay,92,really long movie
1033,2005,Perception,Drama,4.7,okay,101,really long movie
1034,2005,Studio 666,"Horror, Music, Sci-Fi",3.0,okay,76,avg length movie
1035,2006,Shadow: Dead Riot,"Action, Horror",4.0,okay,81,avg length movie
1036,2005,Slunecní stát aneb hrdinové delnické trídy,"Comedy, Drama",6.7,good,95,really long movie
1037,2005,Stillwater,Thriller,4.2,okay,90,no data
1038,2005,Strákarnir okkar,"Comedy, Drama, Romance",5.0,okay,85,avg length movie
1039,2005,Trip Out,Drama,4.8,okay,93,really long movie
1040,2005,Lupaus,"Drama, War",6.4,good,112,really long movie
1041,2005,Teberik Sanssiz,Comedy,1.8,bad,100,really long movie
1042,2005,Thank You for Smoking,"Comedy, Drama",7.6,good,92,really long movie
1043,2005,Tom yum goong,"Action, Crime, Drama",7.1,good,111,really long movie
1044,2005,Tommys Inferno,"Comedy, Drama",5.4,okay,95,really long movie
1045,2005,Trust the Man,"Comedy, Drama, Romance",5.7,okay,103,really long movie
1046,2006,Hollywoodland,"Biography, Crime, Drama",6.5,good,126,really long movie
1047,2005,Sweet Land,"Drama, Romance",7.1,good,110,really long movie
1048,2005,Haunted Boat,"Drama, Horror, Mystery",2.2,bad,97,really long movie
1049,2005,All Souls Day: Dia de los Muertos,"Horror, Thriller",3.7,okay,88,avg length movie
1050,2005,Venom,Horror,4.6,okay,87,avg length movie
1051,2005,Big River,Drama,6.2,good,104,really long movie
1052,2005,Un Buda,Drama,6.7,good,115,really long movie
1053,2005,Camping à la ferme,Comedy,5.4,okay,92,really long movie
1054,2005,Cavite,Thriller,6.2,good,80,avg length movie
1055,2005,Severed,"Horror, Sci-Fi, Thriller",4.6,okay,93,really long movie
1056,2005,Crustacés & coquillages,"Comedy, Musical, Romance",6.6,good,96,really long movie
1057,2006,The Darwin Awards,"Adventure, Comedy, Romance",6.0,okay,94,really long movie
1058,2005,Le démon de midi,Comedy,4.6,okay,90,no data
1059,2005,Les enfants,Comedy,5.8,okay,88,avg length movie
1060,2005,La fiesta del Chivo,Drama,6.4,good,132,really long movie
1061,2006,Five Fingers,"Drama, Thriller",6.4,good,87,avg length movie
1062,2005,Fluerne på væggen,Thriller,5.5,okay,92,really long movie
1063,2005,Guernsey,Drama,6.1,good,90,no data
1064,2006,Hui Buh: Das Schlossgespenst,"Animation, Adventure, Come",4.6,okay,103,really long movie
1065,2005,I Am a Sex Addict,"Biography, Comedy, Romance",6.0,okay,98,really long movie
1066,2005,Il était une fois dans l'oued,Comedy,4.8,okay,93,really long movie
1067,2005,Fremde Haut,Drama,7.0,good,97,really long movie
1068,2006,The Legend of Lucy Keyes,"Drama, Thriller",4.7,okay,93,really long movie
1069,2005,Miss Montigny,Drama,6.3,good,100,really long movie
1070,2005,La moustache,"Drama, Mystery",6.7,good,87,avg length movie
1071,2005,Papa,"Comedy, Drama",6.5,good,80,avg length movie
1072,2005,Les parrains,"Comedy, Crime",5.7,okay,99,really long movie
1073,2005,La petite Jérusalem,Drama,6.6,good,96,really long movie
1074,2006,Rabbit Fever,Comedy,4.1,okay,85,avg length movie
1075,2005,Edy,"Drama, Thriller",5.6,okay,101,really long movie
1076,2005,Saint-Jacques... La Mecque,"Comedy, Drama",6.4,good,110,really long movie
1077,2006,The Second Chance,Drama,6.6,good,102,really long movie
1078,2005,Qi jian,"Action, Adventure, Fantasy",6.2,good,153,really long movie
1079,2005,Siegfried,Comedy,3.6,okay,89,avg length movie
1080,2006,Splinter,"Crime, Thriller",4.8,okay,90,no data
1081,2005,Tara Road,Drama,6.0,okay,97,really long movie
1082,2005,The Tenants,"Crime, Drama, Romance",5.2,okay,93,really long movie
1083,2005,The Thing About My Folks,"Comedy, Drama",6.5,good,96,really long movie
1084,2006,Toute la beauté du monde,"Comedy, Drama",4.8,okay,103,really long movie
1085,2005,Un fil à la patte,"Comedy, Romance",5.3,okay,79,avg length movie
1086,2005,La vie est à nous!,Comedy,4.7,okay,100,really long movie
1087,2005,Virgil,"Comedy, Drama, Sport",6.5,good,93,really long movie
1088,2005,Voici venu le temps,"Comedy, Drama",5.3,okay,92,really long movie
1089,2006,Zyzzyx Rd,"Crime, Drama, Thriller",4.0,okay,90,no data
1090,2005,50 Ways of Saying Fabulous,Drama,5.6,okay,90,no data
1091,2005,An American Haunting,"Drama, History, Horror",5.1,okay,83,avg length movie
1092,2006,The Ant Bully,"Animation, Adventure, Come",5.8,okay,88,avg length movie
1093,2006,Aquamarine,"Comedy, Family, Fantasy",5.3,okay,104,really long movie
1094,2006,Así del precipicio,Drama,5.1,okay,110,really long movie
1095,2005,The Business,"Crime, Drama, Thriller",6.7,good,97,really long movie
1096,2006,Il caimano,"Comedy, Drama, Romance",6.7,good,112,really long movie
1097,2005,O Casamento de Romeu e Julieta,"Comedy, Romance",6.2,good,90,no data
1098,2005,The Clan,"Comedy, Musical",3.6,okay,95,really long movie
1099,2005,Cuore sacro,Drama,6.4,good,120,really long movie
1100,2006,Elementarteilchen,"Drama, Romance",6.6,good,113,really long movie
1101,2005,Der Fischer und seine Frau,"Comedy, Drama, Romance",6.2,good,100,really long movie
1102,2005,Four Brothers,"Action, Crime, Drama",6.8,good,109,really long movie
1103,2006,Sandwich,"Comedy, Thriller",5.4,okay,152,really long movie
1104,2005,L'enfer,Drama,6.8,good,102,really long movie
1105,2005,It Waits,Horror,4.0,okay,88,avg length movie
1106,2005,Johan,"Drama, Romance",6.0,okay,90,no data
1107,2005,Joyride,"Adventure, Crime, Drama",4.9,okay,87,avg length movie
1108,2005,Pervyy posle Boga,"Action, Drama, War",5.5,okay,99,really long movie
1109,2006,Little Man,"Comedy, Crime",4.4,okay,98,really long movie
1110,2005,Get Rich or Die Tryin',"Biography, Crime, Drama",5.3,okay,117,really long movie
1111,2006,Miami Vice,"Action, Crime, Thriller",6.0,okay,132,really long movie
1112,2006,One Night with the King,"Biography, Drama, History",6.2,good,123,really long movie
1113,2005,El penalti más largo del mundo,Comedy,5.3,okay,100,really long movie
1114,2005,Provincia meccanica,Drama,5.4,okay,107,really long movie
1115,2006,Der Räuber Hotzenplotz,"Comedy, Crime, Family",5.5,okay,94,really long movie
1116,2005,The Secret Life of Words,"Drama, Romance",7.5,good,115,really long movie
1117,2006,Sejtanov ratnik,"Comedy, Fantasy, Horror",5.8,okay,94,really long movie
1118,2006,Shaadi Karke Phas Gaya Yaar,"Comedy, Drama, Romance",4.0,okay,152,really long movie
1119,2006,Wild Romance,"Biography, Drama, Music",6.5,good,103,really long movie
1120,2006,Stick It,"Comedy, Drama, Sport",6.4,good,103,really long movie
1121,2006,The Thief Lord,"Adventure, Drama, Family",5.9,okay,98,really long movie
1122,2005,Udayananu Tharam,Comedy,7.9,good,162,really long movie
1123,2006,Wild Tigers I Have Known,Drama,6.1,good,88,avg length movie
1124,2006,Everyone's Hero,"Animation, Adventure, Come",5.7,okay,87,avg length movie
1125,2005,Aurore,Drama,7.4,good,115,really long movie
1126,2006,Basic Instinct 2,"Drama, Mystery, Thriller",4.3,okay,114,really long movie
1127,2005,Berkeley,Drama,5.0,okay,88,avg length movie
1128,2005,The Best Man,"Comedy, Romance",6.0,okay,96,really long movie
1129,2006,Dark Heart,Drama,4.1,okay,102,really long movie
1130,2005,Eve and the Fire Horse,Drama,6.9,good,92,really long movie
1131,2006,Fatwa,"Drama, Thriller",4.0,okay,91,really long movie
1132,2006,Hollywood Dreams,"Comedy, Drama, Romance",4.2,okay,100,really long movie
1133,2005,Im Schwitzkasten,"Comedy, Drama",5.9,okay,95,really long movie
1134,2005,Jogo Subterrâneo,"Romance, Drama",6.8,good,109,really long movie
1135,2005,Joseph Smith: Prophet of the Restoration,"Biography, Drama, History",7.8,good,60,no data
1136,2005,Lassie,"Adventure, Comedy, Drama",6.7,good,100,really long movie
1137,2006,La perrera,Drama,5.9,okay,90,no data
1138,2005,Der Schatz der weißen Falken,"Family, Adventure",6.9,good,92,really long movie
1139,2005,Steget efter,"Crime, Mystery, Thriller",6.1,good,101,really long movie
1140,2005,Stinger,"Action, Adventure, Comedy",1.9,bad,97,really long movie
1141,2005,L'uomo perfetto,Comedy,6.1,good,95,really long movie
1142,2006,Waltzing Anna,Comedy,5.1,okay,108,really long movie
1143,2005,Les âmes grises,Drama,6.3,good,106,really long movie
1144,2005,Árido Movie,Drama,6.8,good,100,really long movie
1145,2005,Azumi 2: Death or Love,Action,6.3,good,108,really long movie
1146,2005,Foon,Comedy,3.8,okay,82,avg length movie
1147,2005,Andarivaadu,"Action, Comedy, Drama",4.3,okay,162,really long movie
1148,2005,Il ne faut jurer... de rien!,Comedy,5.6,okay,101,really long movie
1149,2006,Jak se krotí krokodýli,Family,3.9,okay,112,really long movie
1150,2005,Mistrz,Drama,6.4,good,117,really long movie
1151,2005,Oculto,Drama,6.1,good,125,really long movie
1152,2005,Peindre ou faire l'amour,Drama,6.1,good,100,really long movie
1153,2005,Le petit lieutenant,"Crime, Drama",7.0,good,110,really long movie
1154,2005,Puppy,"Comedy, Drama, Horror",6.3,good,95,really long movie
1155,2005,Román pro zeny,Comedy,5.8,okay,100,really long movie
1156,2005,Sandor slash Ida,"Comedy, Drama, Family",5.1,okay,93,really long movie
1157,2005,Sarkar,"Action, Crime, Drama",7.6,good,124,really long movie
1158,2005,Bunny,"Action, Drama",5.7,okay,139,really long movie
1159,2005,Brothers of the Head,"Drama, Music",6.4,good,93,really long movie
1160,2005,The Cutter,"Action, Crime, Drama",4.9,okay,92,really long movie
1161,2006,First Snow,"Drama, Thriller",6.2,good,101,really long movie
1162,2006,Flannel Pajamas,Romance,5.9,okay,124,really long movie
1163,2005,The Fog,Horror,3.7,okay,100,really long movie
1164,2006,Live Free or Die,"Comedy, Crime",5.5,okay,89,avg length movie
1165,2005,Die Höhle des gelben Hundes,"Drama, Family",7.6,good,93,really long movie
1166,2005,Saw II,"Horror, Mystery",6.6,good,93,really long movie
1167,2006,Factory Girl,"Biography, Drama",6.5,good,90,no data
1168,2005,Rag Tale,"Comedy, Romance, Drama",3.9,okay,123,really long movie
1169,2006,Krrish,"Action, Sci-Fi",6.3,good,185,really long movie
1170,2006,The Way Back Home,"Drama, Family",5.7,okay,93,really long movie
1171,2005,Mørke,"Drama, Thriller",6.8,good,124,really long movie
1172,2005,Otros días vendrán,Drama,6.4,good,104,really long movie
1173,2005,Papá se volvió loco,Comedy,3.5,okay,90,no data
1174,2005,"Quo Vadis, Baby?","Drama, Thriller",6.2,good,102,really long movie
1175,2005,Looking for Comedy in the Muslim World,Comedy,5.4,okay,98,really long movie
1176,2005,Gonggongui jeog 2,"Action, Drama",6.0,okay,148,really long movie
1177,2006,Boy Culture,"Drama, Romance",6.8,good,88,avg length movie
1178,2005,Dark Remains,Horror,4.9,okay,91,really long movie
1179,2005,"Good Night, and Good Luck.","Biography, Drama, History",7.4,good,93,really long movie
1180,2006,The Grudge 2,"Horror, Thriller",5.0,okay,102,really long movie
1181,2005,Harsh Times,"Action, Crime, Drama",6.9,good,116,really long movie
1182,2006,Journey from the Fall,Drama,7.1,good,135,really long movie
1183,2005,Just Friends,"Comedy, Romance",6.2,good,96,really long movie
1184,2006,Land of the Blind,"Drama, Thriller",6.5,good,110,really long movie
1185,2006,Material Girls,"Comedy, Family, Romance",4.0,okay,98,really long movie
1186,2006,The Namesake,Drama,7.5,good,122,really long movie
1187,2005,Parzania,"Drama, History",7.7,good,116,really long movie
1188,2006,The Return,"Horror, Mystery, Thriller",4.7,okay,85,avg length movie
1189,2006,Shut Up and Shoot!,"Comedy, Thriller",3.4,okay,86,avg length movie
1190,2005,Wild Country,Horror,4.3,okay,67,avg length movie
1191,2005,Paper Moon Affair,"Drama, Romance",5.5,okay,82,avg length movie
1192,2006,Il regista di matrimoni,"Drama, Mystery, Romance",6.2,good,97,really long movie
1193,2006,Nachtrit,"Crime, Drama, Thriller",6.9,good,90,no data
1194,2005,Ausentes,Thriller,4.9,okay,91,really long movie
1195,2005,A golpes,Drama,4.5,okay,113,really long movie
1196,2006,Dark Ride,"Horror, Thriller",4.6,okay,94,really long movie
1197,2005,Hak se wui,"Crime, Drama, Thriller",7.1,good,101,really long movie
1198,2005,Hormigas en la boca,Drama,5.9,okay,92,really long movie
1199,2005,Kinky Boots,"Comedy, Drama, Music",7.1,good,107,really long movie
1200,2006,The Last Kiss,"Comedy, Drama, Romance",6.4,good,115,really long movie
1201,2005,Lucid,"Comedy, Drama, Mystery",6.5,good,92,really long movie
1202,2005,La maldición del padre Cardona,"Comedy, Drama, Romance",3.7,okay,106,really long movie
1203,2006,Flicka,"Adventure, Drama, Family",6.1,good,95,really long movie
1204,2005,O dve slabiky pozadu,"Romance, Drama",7.1,good,90,no data
1205,2005,Princesas,Drama,7.0,good,113,really long movie
1206,2005,Reinas,"Comedy, Romance",6.5,good,107,really long movie
1207,2005,Snow White,Drama,5.8,okay,111,really long movie
1208,2005,Tapas,"Comedy, Drama",6.7,good,94,really long movie
1209,2005,V for Vendetta,"Action, Drama, Sci-Fi",8.2,good,132,really long movie
1210,2005,Undiscovered,"Comedy, Music, Romance",4.3,okay,97,really long movie
1211,2006,Macbeth,"Crime, Drama, Fantasy",4.6,okay,109,really long movie
1212,2005,Gentille,Comedy,6.0,okay,102,really long movie
1213,2005,Jing mo gaa ting,"Action, Comedy",6.1,good,102,really long movie
1214,2005,La neuvaine,Drama,7.5,good,97,really long movie
1215,2005,Se Arrienda,Drama,6.7,good,109,really long movie
1216,2005,Gabrielle,"Drama, Romance",6.2,good,90,no data
1217,2006,Volando voy,Drama,6.3,good,115,really long movie
1218,2005,3° kälter,"Drama, Romance",5.7,okay,104,really long movie
1219,2005,The Adventures of Greyfriars Bobby,"Adventure, Family, History",6.1,good,104,really long movie
1220,2005,Conversations with Other Women,"Comedy, Drama, Romance",7.0,good,84,avg length movie
1221,2005,The Descent,"Adventure, Horror, Thrille",7.2,good,99,really long movie
1222,2005,Demon Hunter,Horror,4.3,okay,78,avg length movie
1223,2005,English as a Second Language,"Drama, Romance",7.0,good,105,really long movie
1224,2006,The Gravedancers,Horror,5.5,okay,95,really long movie
1225,2005,KatieBird *Certifiable Crazy Person,Horror,4.4,okay,100,really long movie
1226,2006,Kidulthood,"Crime, Drama, Romance",6.8,good,89,avg length movie
1227,2005,The League of Gentlemen's Apocalypse,"Comedy, Fantasy, Horror",6.1,good,91,really long movie
1228,2005,The Mechanik,"Action, Drama, Thriller",5.6,okay,94,really long movie
1229,2006,Nina's Heavenly Delights,Comedy,6.2,good,94,really long movie
1230,2005,The Rain Makers,"Action, Drama",3.8,okay,93,really long movie
1231,2006,The Still Life,Drama,5.1,okay,96,really long movie
1232,2006,The Visitation,"Horror, Thriller",5.1,okay,103,really long movie
1233,2006,Die Österreichische Methode,Drama,3.4,okay,93,really long movie
1234,2005,Backstage,"Drama, Music",5.9,okay,115,really long movie
1235,2005,Carpool Guy,Comedy,5.1,okay,119,really long movie
1236,2005,Cicatrices,"Comedy, Drama",4.1,okay,105,really long movie
1237,2006,Creatures from the Pink Lagoon,"Comedy, Horror",5.2,okay,71,avg length movie
1238,2006,De particulier à particulier,Drama,5.4,okay,95,really long movie
1239,2005,Dura,"Comedy, Drama",6.6,good,95,really long movie
1240,2005,Ellie Parker,"Comedy, Drama",5.7,okay,95,really long movie
1241,2006,Friends with Money,"Comedy, Drama, Romance",5.8,okay,88,avg length movie
1242,2006,The Garden,"Drama, Horror, Thriller",4.6,okay,92,really long movie
1243,2005,Gas,Drama,6.2,good,112,really long movie
1244,2005,Ghost of Mae Nak,Horror,5.1,okay,101,really long movie
1245,2005,De griezelbus,"Adventure, Family, Fantasy",5.4,okay,96,really long movie
1246,2005,Heroína,Drama,5.7,okay,100,really long movie
1247,2005,High School Record,Comedy,6.1,good,89,avg length movie
1248,2005,Je ne suis pas là pour être aimé,"Drama, Romance",7.2,good,93,really long movie
1249,2005,Jo Bole So Nihaal,"Action, Comedy",3.5,okay,125,really long movie
1250,2006,Kiss Me Again,"Romance, Drama",5.0,okay,103,really long movie
1251,2005,"Love, Ludlow","Comedy, Romance",6.5,good,86,avg length movie
1252,2005,Ma vie en l'air,"Comedy, Romance",6.8,good,103,really long movie
1253,2005,The Motel,"Comedy, Drama",6.7,good,75,avg length movie
1254,2005,Noksaek uija,"Drama, Romance",6.2,good,98,really long movie
1255,2005,The Puffy Chair,"Comedy, Drama, Romance",6.5,good,85,avg length movie
1256,2006,The Queen,"Biography, Drama, History",7.3,good,103,really long movie
1257,2005,Le roman de Renart,Animation,5.0,okay,90,no data
1258,2005,The Salon,"Comedy, Drama",4.1,okay,90,no data
1259,2005,La vie de Michel Muller est plus belle que la vôtre,Comedy,4.6,okay,90,no data
1260,2005,Die weiße Massai,"Drama, Romance",6.5,good,131,really long movie
1261,2005,"Zaïna, cavalière de l'Atlas","Adventure, Drama",5.6,okay,100,really long movie
1262,2005,Zoop in Afrika,"Comedy, Adventure, Drama",5.0,okay,85,avg length movie
1263,2005,Balu,"Action, Crime",6.0,okay,169,really long movie
1264,2006,East Side Story,"Comedy, Romance",6.6,good,88,avg length movie
1265,2006,See No Evil,"Action, Horror, Thriller",5.1,okay,84,avg length movie
1266,2006,Family: Ties of Blood,"Action, Crime, Drama",5.6,okay,150,really long movie
1267,2005,Headhunter,"Thriller, Horror",4.6,okay,90,no data
1268,2005,Horloge biologique,Comedy,7.1,good,100,really long movie
1269,2006,Catch a Fire,"Biography, Drama, History",6.7,good,101,really long movie
1270,2005,Kaksipäisen kotkan varjossa,"Drama, History, Musical",3.1,okay,113,really long movie
1271,2005,Khamoshh... Khauff Ki Raat,"Mystery, Thriller",3.3,okay,123,really long movie
1272,2005,Parineeta,"Drama, Musical, Romance",7.2,good,130,really long movie
1273,2005,Qian li zou dan qi,Drama,7.3,good,107,really long movie
1274,2006,Rollin' with the Nines,"Crime, Action, Drama",5.5,okay,96,really long movie
1275,2006,Something New,"Comedy, Drama, Romance",6.7,good,99,really long movie
1276,2006,Akeelah and the Bee,"Drama, Family",7.3,good,112,really long movie
1277,2006,Behind the Mask: The Rise of Leslie Vernon,"Comedy, Horror, Thriller",6.7,good,92,really long movie
1278,2006,The Benchwarmers,"Comedy, Sport",5.5,okay,85,avg length movie
1279,2006,Ice Age: The Meltdown,"Animation, Adventure, Come",6.8,good,91,really long movie
1280,2006,Mad Cowgirl,"Drama, Horror, Romance",5.7,okay,89,avg length movie
1281,2006,Push,"Crime, Drama, Thriller",4.7,okay,105,really long movie
1282,2005,The Path of Evil,"Drama, Horror",3.6,okay,113,really long movie
1283,2006,Peaceful Warrior,"Drama, Romance, Sport",7.3,good,120,really long movie
1284,2006,Noel: Poeta da Vila,Drama,6.8,good,99,really long movie
1285,2005,Side Effects,"Comedy, Drama, Romance",4.9,okay,90,no data
1286,2005,...e se domani,Comedy,6.0,okay,90,no data
1287,2006,Ten 'til Noon,"Crime, Mystery, Thriller",5.5,okay,83,avg length movie
1288,2005,Ultranova,Drama,6.4,good,84,avg length movie
1289,2005,La trahison,"Drama, War",6.6,good,80,avg length movie
1290,2005,Insan,"Action, Crime, Drama",4.6,okay,141,really long movie
1291,2005,Kalpurush,Drama,6.9,good,120,really long movie
1292,2006,Irma Vap: O Retorno,Comedy,4.6,okay,80,avg length movie
1293,2005,Silsiilay,Drama,4.1,okay,134,really long movie
1294,2006,Gakseoltang,"Drama, Romance",6.4,good,123,really long movie
1295,2005,These Girls,"Comedy, Drama",5.5,okay,92,really long movie
1296,2006,Azur et Asmar,"Animation, Adventure, Fami",7.3,good,99,really long movie
1297,2006,Fat Girls,"Comedy, Drama",4.9,okay,82,avg length movie
1298,2005,Four Eyed Monsters,"Comedy, Drama, Fantasy",6.2,good,85,avg length movie
1299,2006,Head Trauma,"Horror, Mystery, Thriller",5.5,okay,84,avg length movie
1300,2005,Heidi,"Drama, Family",6.5,good,104,really long movie
1301,2005,Kita no zeronen,Drama,6.5,good,170,really long movie
1302,2005,Private Moments,"Drama, Romance",3.6,okay,85,avg length movie
1303,2006,Running with Scissors,"Comedy, Drama",6.2,good,116,really long movie
1304,2006,Cut Off,"Action, Drama",3.9,okay,85,avg length movie
1305,2005,Three Bad Men,Western,2.8,bad,90,no data
1306,2005,All That I Need,"Comedy, Drama",5.8,okay,80,avg length movie
1307,2005,The Boynton Beach Bereavement Club,"Comedy, Romance",6.4,good,105,really long movie
1308,2005,Brothers in Arms,Western,2.3,bad,85,avg length movie
1309,2005,Straight Outta Benoni,Comedy,5.0,okay,86,avg length movie
1310,2005,Dirty,"Crime, Drama, Thriller",5.6,okay,97,really long movie
1311,2005,2 Filhos de Francisco: A História de Zezé di Camarg,"Biography, Drama",6.8,good,132,really long movie
1312,2006,Family,Thriller,5.0,okay,95,really long movie
1313,2006,Twisted Sisters,"Crime, Thriller",4.3,okay,97,really long movie
1314,2006,Gadkie lebedi,"Drama, Mystery, Sci-Fi",7.0,good,105,really long movie
1315,2005,Hokm,"Crime, Drama, Romance",5.0,okay,104,really long movie
1316,2006,Horrors of War,"Action, Horror, Sci-Fi",2.9,bad,99,really long movie
1317,2005,Tau man ji D,"Action, Comedy, Drama",6.4,good,107,really long movie
1318,2005,Jewboy,Drama,6.4,good,52,short movie
1319,2006,Jopog manura 3,"Action, Comedy, Drama",6.4,good,115,really long movie
1320,2005,Kraftverk 3714,"Thriller, Horror, Mystery",3.3,okay,136,really long movie
1321,2006,Fanaa,"Drama, Romance",7.2,good,168,really long movie
1322,2005,Leydi Zi,Drama,6.2,good,96,really long movie
1323,2005,Mobsters and Mormons,Comedy,6.3,good,90,no data
1324,2005,Monarch of the Moon,"Action, Comedy, Sci-Fi",5.7,okay,98,really long movie
1325,2005,Mumbai Express,"Action, Comedy",5.8,okay,152,really long movie
1326,2006,Pacala se întoarce,Comedy,4.7,okay,150,really long movie
1327,2006,Paid,"Crime, Romance, Thriller",4.7,okay,100,really long movie
1328,2005,Pyaar Mein Twist,"Comedy, Drama, Musical",5.9,okay,123,really long movie
1329,2005,Pissed,Drama,4.6,okay,90,no data
1330,2006,Slither,"Comedy, Horror, Sci-Fi",6.4,good,95,really long movie
1331,2005,Solntse,"Drama, History",7.3,good,110,really long movie
1332,2006,Steel City,"Crime, Drama, Thriller",6.5,good,95,really long movie
1333,2006,Sweet Insanity,"Horror, Thriller",2.1,bad,81,avg length movie
1334,2005,These Foolish Things,"Comedy, Drama, Romance",5.6,okay,107,really long movie
1335,2006,Tu vida en 65',"Drama, Romance",6.9,good,100,really long movie
1336,2005,Den utvalde,"Crime, Thriller",5.0,okay,100,really long movie
1337,2005,Before It Had a Name,"Drama, Romance",3.2,okay,90,no data
1338,2006,Wu Qingyuan,"Biography, Drama, Romance",6.3,good,104,really long movie
1339,2005,Yek boos-e koochooloo,Drama,6.6,good,100,really long movie
1340,2005,The Headsman,Drama,6.1,good,115,really long movie
1341,2005,Made in YU,"Drama, Action",6.4,good,105,really long movie
1342,2005,Pryamokhozhdenie,"Drama, Sci-Fi",6.2,good,94,really long movie
1343,2006,Beautiful Dreamer,Drama,6.2,good,90,no data
1344,2006,Strajk - Die Heldin von Danzig,Drama,6.8,good,104,really long movie
1345,2005,Otkradnati ochi,"Drama, History",7.0,good,110,really long movie
1346,2006,Soft Target,Action,4.0,okay,93,really long movie
1347,2006,Dhoom:2,"Action, Thriller",6.5,good,152,really long movie
1348,2005,Balans ve manevra,Drama,3.8,okay,94,really long movie
1349,2005,Habana Blues,"Drama, Music",7.1,good,115,really long movie
1350,2005,O simdi mahkum,"Comedy, Crime",5.7,okay,125,really long movie
1351,2005,Sun gaing hup nui,"Drama, Comedy",6.9,good,93,really long movie
1352,2005,Game Over,"Crime, Drama, Thriller",3.6,okay,85,avg length movie
1353,2006,Riisuttu mies,"Comedy, Drama",5.6,okay,119,really long movie
1354,2005,Janji Joni,"Adventure, Comedy, Romance",7.6,good,83,avg length movie
1355,2005,Onnen varjot,Drama,5.7,okay,99,really long movie
1356,2005,Operetta tanuki goten,"Comedy, Fantasy, Musical",6.5,good,111,really long movie
1357,2005,Suspect,Drama,5.7,okay,95,really long movie
1358,2005,Bam Bam and Celeste,Comedy,5.2,okay,85,avg length movie
1359,2005,The Cabinet of Dr. Caligari,"Drama, Horror, Mystery",5.8,okay,76,avg length movie
1360,2006,Cyxork 7,"Comedy, Sci-Fi",4.3,okay,92,really long movie
1361,2005,Free Zone,"Comedy, Drama",5.7,okay,90,no data
1362,2006,Ein Freund von mir,"Comedy, Drama",6.9,good,84,avg length movie
1363,2006,Lonely Hearts,"Biography, Crime, Drama",6.4,good,108,really long movie
1364,2005,Sharkskin 6,Crime,4.0,okay,100,really long movie
1365,2006,Stay Alive,"Fantasy, Horror, Mystery",5.1,okay,85,avg length movie
1366,2006,A Woman in Winter,Drama,5.9,okay,100,really long movie
1367,2005,Thommanum Makkalum,"Action, Comedy, Drama",6.5,good,118,really long movie
1368,2006,Volver,"Comedy, Drama",7.6,good,121,really long movie
1369,2006,Enfermés dehors,Comedy,6.2,good,90,no data
1370,2006,Fuga,"Drama, Music, Thriller",6.4,good,110,really long movie
1371,2006,Interferencia,"Horror, Thriller",3.0,okay,86,avg length movie
1372,2005,Morir en San Hilario,Comedy,6.3,good,95,really long movie
1373,2005,Ninette,Comedy,5.5,okay,118,really long movie
1374,2005,Le passager,Drama,6.2,good,85,avg length movie
1375,2005,Cafundó,"Biography, Drama, History",6.5,good,102,really long movie
1376,2005,Dil Jo Bhi Kahey...,"Drama, Romance",4.8,okay,144,really long movie
1377,2006,Varalaaru,"Action, Drama, Musical",7.1,good,166,really long movie
1378,2005,Vaada,"Crime, Drama, Mystery",5.6,okay,122,really long movie
1379,2005,Am Tag als Bobby Ewing starb,"Comedy, Romance",5.9,okay,92,really long movie
1380,2005,Eine andere Liga,"Drama, Sport",6.7,good,100,really long movie
1381,2005,Eläville ja kuolleille,"Biography, Drama",6.7,good,95,really long movie
1382,2005,Iberia,"Documentary, Musical",7.0,good,99,really long movie
1383,2005,Entre ses mains,Drama,6.3,good,90,no data
1384,2005,Katze im Sack,Drama,6.0,okay,87,avg length movie
1385,2005,Das Lächeln der Tiefseefische,Drama,6.3,good,86,avg length movie
1386,2005,El sueño de una noche de San Juan,"Animation, Drama, Romance",4.8,okay,85,avg length movie
1387,2005,Netto,Drama,6.8,good,87,avg length movie
1388,2005,Olé!,Comedy,4.3,okay,98,really long movie
1389,2005,Rinjin 13-gô,"Horror, Thriller",6.5,good,115,really long movie
1390,2005,Rog,"Mystery, Romance, Thriller",5.1,okay,115,really long movie
1391,2005,Rofuto,Horror,5.5,okay,115,really long movie
