,year,title,genre,avg_vote,movie_rating,duration,watchability
3033,2005,Bûsu,"Horror, Thriller",6.6,good,73,avg length movie
3034,2006,Addison's Wall,Drama,4.4,okay,61,avg length movie
3035,2006,Cocaine Angel,Drama,5.3,okay,75,avg length movie
3036,2006,Domestic Import,Comedy,4.3,okay,102,really long movie
3037,2006,For Sale by Owner,Thriller,3.8,okay,90,no data
3038,2006,Honeymoon with Mom,Comedy,4.7,okay,120,really long movie
3039,2006,I'll Be There with You,Thriller,4.5,okay,92,really long movie
3040,2006,The Nativity Story,"Drama, Family, History",6.8,good,101,really long movie
3041,2006,Ouija,"Drama, Mystery, Romance",4.3,okay,114,really long movie
3042,2006,Doogal,"Animation, Adventure, Come",2.8,bad,85,avg length movie
3043,2005,Harim Karim,"Comedy, Romance",4.3,okay,117,really long movie
3044,2006,Home of the Brave,"Action, Drama, War",5.6,okay,106,really long movie
3045,2005,Posledniy uik-end,Thriller,6.4,good,91,really long movie
3046,2006,Die Wilden Kerle 3,"Comedy, Family, Sport",3.7,okay,120,really long movie
3047,2006,Qui m'aime me suive,Comedy,6.2,good,100,really long movie
3048,2006,Un ami parfait,"Crime, Romance, Thriller",5.6,okay,106,really long movie
3049,2006,Vete de mí,"Comedy, Drama",6.3,good,95,really long movie
3050,2006,Bye Bye Berlusconi!,Comedy,5.3,okay,89,avg length movie
3051,2006,Eden,"Drama, Romance",7.1,good,98,really long movie
3052,2006,Special Dead,"Comedy, Horror",4.5,okay,90,no data
3053,2005,Tainos,"Action, Adventure, Drama",5.4,okay,117,really long movie
3054,2006,Fu zi,Drama,6.8,good,121,really long movie
3055,2006,Hura gâru,"Comedy, Drama",7.2,good,121,really long movie
3056,2006,Kiraware Matsuko no isshô,"Comedy, Drama, Musical",7.9,good,130,really long movie
3057,2005,Ren yu duo duo,"Drama, Fantasy, Romance",5.8,okay,94,really long movie
3058,2006,Auftauchen,Drama,5.3,okay,92,really long movie
3059,2006,Neun Szenen,Comedy,6.0,okay,105,really long movie
3060,2005,Thavamai Thavamiruntu,Drama,7.8,good,180,really long movie
3061,2006,Escort,Thriller,6.2,good,100,really long movie
3062,2006,Mei man ren sheng,Drama,6.9,good,105,really long movie
3063,2006,Aathi,"Action, Drama",3.7,okay,167,really long movie
3064,2006,Dans Paris,"Drama, Romance",6.5,good,92,really long movie
3065,2006,Dragones: destino de fuego,"Animation, Adventure, Fant",4.9,okay,80,avg length movie
3066,2006,Kabul Express,"Adventure, Comedy, Drama",6.8,good,105,really long movie
3067,2006,9 Naga,Drama,6.5,good,104,really long movie
3068,2006,Footsteps,"Drama, Thriller",4.2,okay,80,avg length movie
3069,2006,L'amico di famiglia,Drama,7.1,good,102,really long movie
3070,2006,Amateur Porn Star Killer,"Crime, Horror",4.4,okay,71,avg length movie
3071,2006,Apart from That,Drama,5.5,okay,120,really long movie
3072,2006,Interkosmos,"Drama, History, Music",6.0,okay,71,avg length movie
3073,2006,The Iron Man,"Biography, Comedy",2.7,bad,93,really long movie
3074,2006,Notte prima degli esami,Comedy,6.4,good,100,really long movie
3075,2006,La terra,"Crime, Drama",6.9,good,112,really long movie
3076,2006,La caja,Comedy,6.1,good,107,really long movie
3077,2006,Someone Else,"Comedy, Drama",5.7,okay,78,avg length movie
3078,2006,Project 313,Drama,3.6,okay,115,really long movie
3079,2006,Offside,"Comedy, Drama, Sport",5.8,okay,103,really long movie
3080,2006,Désaccord parfait,Comedy,5.8,okay,92,really long movie
3081,2006,Cheech,Drama,6.3,good,104,really long movie
3082,2006,Il mercante di pietre,"Drama, Thriller",4.2,okay,119,really long movie
3083,2005,?,"Adventure, Comedy, Drama",5.3,okay,112,really long movie
3084,2006,Duh u mocvari,"Adventure, Family, Mystery",6.0,okay,90,no data
3085,2006,Supervoksen,Drama,5.5,okay,92,really long movie
3086,2006,La última mirada,"Drama, Romance",6.1,good,123,really long movie
3087,2006,Cheongchun-manhwa,"Comedy, Romance",6.5,good,116,really long movie
3088,2006,Domabaem,Romance,7.0,good,117,really long movie
3089,2005,Innocent,"Drama, Romance",5.6,okay,80,avg length movie
3090,2006,Mamiya kyodai,"Comedy, Drama, Romance",6.5,good,119,really long movie
3091,2006,Mizuchi,"Drama, Horror, Mystery",5.2,okay,101,really long movie
3092,2005,Ne khlebom edinym,Drama,6.6,good,112,really long movie
3093,2006,Romangseu,Romance,6.2,good,106,really long movie
3094,2005,Ssunday Seoul,Comedy,5.7,okay,95,really long movie
3095,2006,Tin sun yut dui,"Comedy, Drama",6.0,okay,98,really long movie
3096,2006,Yeogyosu-ui eunmilhan maeryeok,"Comedy, Romance",4.3,okay,104,really long movie
3097,2006,53 días de invierno,Drama,6.6,good,91,really long movie
3098,2006,Brave Story,"Animation, Adventure, Myst",6.6,good,112,really long movie
3099,2006,Chicha tu madre,Drama,5.2,okay,96,really long movie
3100,2006,Director's Cut,Horror,3.2,okay,89,avg length movie
3101,2006,Francuski numer,"Comedy, Crime",4.7,okay,99,really long movie
3102,2006,Jasminum,"Comedy, Romance",7.0,good,115,really long movie
3103,2006,Mon meilleur ami,Comedy,6.7,good,94,really long movie
3104,2006,Kabe-otoko,"Crime, Drama, Horror",5.1,okay,98,really long movie
3105,2005,Amnesia: The James Brighton Enigma,Drama,6.2,good,90,no data
3106,2006,Teesri Aankh: The Hidden Camera,"Action, Crime, Thriller",2.5,bad,111,really long movie
3107,2006,Black Sheep,"Comedy, Horror, Sci-Fi",5.8,okay,87,avg length movie
3108,2005,Maxx,"Comedy, Musical",6.1,good,110,really long movie
3109,2006,Phairii phinaat paa mawrana,"Action, Horror, Thriller",4.9,okay,99,really long movie
3110,2006,Schwere Jungs,"Biography, Comedy",6.6,good,94,really long movie
3111,2006,Udon,"Comedy, Drama",6.6,good,134,really long movie
3112,2006,"Wer früher stirbt, ist länger tot","Comedy, Drama",7.5,good,104,really long movie
3113,2006,The 4th Dimension,"Drama, Fantasy, Mystery",5.6,okay,82,avg length movie
3114,2006,Canvas,Drama,6.6,good,101,really long movie
3115,2006,"Easter Bunny, Kill! Kill!",Horror,4.6,okay,90,no data
3116,2006,¿Por qué se frotan las patitas?,"Comedy, Musical",5.9,okay,105,really long movie
3117,2006,Prison of the Psychotic Damned: Terminal Remix,Horror,1.9,bad,100,really long movie
3118,2006,Shock to the System,"Crime, Drama, Mystery",6.7,good,91,really long movie
3119,2006,Sukeban deka: Kôdo nêmu = Asamiya Saki,Action,5.1,okay,98,really long movie
3120,2006,Duk ga si oi,"Comedy, Romance",5.5,okay,96,really long movie
3121,2006,Duk haan yum cha,"Comedy, Romance",6.0,okay,85,avg length movie
3122,2006,Hak yae,Thriller,5.1,okay,97,really long movie
3123,2006,Oyayubi sagashi,"Horror, Mystery",5.1,okay,96,really long movie
3124,2005,Su-ki-da,"Drama, Romance",7.0,good,104,really long movie
3125,2006,Yo soy la Juani,"Comedy, Drama",5.0,okay,91,really long movie
3126,2006,Cenneti Beklerken,"Drama, History",6.7,good,107,really long movie
3127,2006,D@bbe,"Horror, Thriller",4.6,okay,110,really long movie
3128,2006,Gen,Thriller,3.8,okay,105,really long movie
3129,2006,Kubrador,Drama,6.8,good,98,really long movie
3130,2006,När mörkret faller,Drama,7.4,good,133,really long movie
3131,2006,Viaggio segreto,Drama,5.7,okay,107,really long movie
3132,2006,Al final del espectro,"Drama, Horror, Mystery",6.0,okay,92,really long movie
3133,2005,Un día sin sexo,Drama,4.9,okay,86,avg length movie
3134,2006,The Dead Girl,"Crime, Drama, Mystery",6.6,good,85,avg length movie
3135,2006,666: The Child,Horror,2.8,bad,80,avg length movie
3136,2005,Vilniaus getas,"History, War",6.8,good,110,really long movie
3137,2006,In the Dark,"Crime, Drama",3.6,okay,89,avg length movie
3138,2006,El cielo dividido,"Drama, Romance",5.6,okay,140,really long movie
3139,2006,Más que a nada en el mundo,"Drama, Fantasy",6.6,good,90,no data
3140,2006,Colma: The Musical,"Comedy, Drama, Musical",6.4,good,100,really long movie
3141,2006,Heartbreak Hotel,Comedy,5.1,okay,110,really long movie
3142,2006,Love's Abiding Joy,"Drama, Family, Western",7.0,good,87,avg length movie
3143,2006,Mount Pleasant,Drama,5.7,okay,87,avg length movie
3144,2006,Mujeres en el parque,Drama,5.7,okay,102,really long movie
3145,2005,Hu gu po,Horror,1.4,bad,95,really long movie
3146,2006,"Dal-kom, sal-beol-han yeon-in","Comedy, Crime, Drama",6.4,good,110,really long movie
3147,2006,Guo shi wu shuang,"Action, Comedy",5.7,okay,122,really long movie
3148,2006,Yeolliji,"Comedy, Drama, Romance",6.4,good,105,really long movie
3149,2006,Dennis van Rita,Drama,6.3,good,84,avg length movie
3150,2006,Délivrez-moi,Drama,6.4,good,100,really long movie
3151,2006,Deck the Halls,"Comedy, Family",4.9,okay,93,really long movie
3152,2006,Fingerprints,"Horror, Mystery, Thriller",5.0,okay,95,really long movie
3153,2006,Soñar no cuesta nada,"Comedy, Drama",6.4,good,100,really long movie
3154,2006,Keif al-hal?,"Comedy, Drama",3.2,okay,95,really long movie
3155,2005,Gekijô-ban Naruto: Daigekitotsu! Maboroshi no chite,"Animation, Adventure, Come",6.6,good,97,really long movie
3156,2005,Zulo,"Drama, Thriller",4.7,okay,82,avg length movie
3157,2006,Jin tian de yu zen me yang?,Drama,6.1,good,83,avg length movie
3158,2006,Keillers park,"Drama, Romance",5.6,okay,91,really long movie
3159,2006,Les ambitieux,"Comedy, Romance",5.9,okay,90,no data
3160,2006,Les anges exterminateurs,"Drama, Fantasy",5.4,okay,100,really long movie
3161,2006,La faute à Fidel!,"Drama, History",7.5,good,99,really long movie
3162,2006,Bihisht faqat baroi murdagon,"Crime, Drama",6.6,good,92,really long movie
3163,2006,Filme da Treta,Comedy,6.1,good,91,really long movie
3164,2006,Czeka na nas swiat,"Comedy, Drama",6.4,good,95,really long movie
3165,2006,Hi Way,Comedy,4.6,okay,85,avg length movie
3166,2006,Inugami-ke no ichizoku,"Drama, Mystery, Thriller",6.3,good,134,really long movie
3167,2006,Sakuran,"Drama, History",6.9,good,111,really long movie
3168,2006,Soredemo boku wa yattenai,Drama,7.6,good,143,really long movie
3169,2006,Sugar & spice: Fûmi zekka,"Drama, Romance",6.2,good,125,really long movie
3170,2006,Yi He Yuan,"Drama, Romance",7.1,good,158,really long movie
3171,2006,Wszyscy jestesmy Chrystusami,Drama,7.3,good,107,really long movie
3172,2006,Bled Number One,Drama,6.1,good,100,really long movie
3173,2006,Dirty Laundry,"Comedy, Drama, Romance",6.2,good,100,really long movie
3174,2006,Eating Out 2: Sloppy Seconds,"Comedy, Romance",6.2,good,79,avg length movie
3175,2006,Die Könige der Nutzholzgewinnung,Comedy,6.3,good,94,really long movie
3176,2006,Midnight Clear,Drama,6.2,good,103,really long movie
3177,2006,Úcastníci zájezdu,Comedy,6.1,good,113,really long movie
3178,2006,Fong juk,"Action, Crime, Thriller",7.3,good,110,really long movie
3179,2005,Grodmin,Drama,2.1,bad,90,no data
3180,2006,Zoop in India,"Adventure, Comedy, Drama",4.9,okay,103,really long movie
3181,2006,Duo,Comedy,5.0,okay,104,really long movie
3182,2006,Cara de queso 'mi primer ghetto',"Comedy, Drama",6.1,good,90,no data
3183,2006,Mientras tanto,Drama,6.0,okay,92,really long movie
3184,2006,Kariseuma talchulgi,Comedy,6.2,good,100,really long movie
3185,2005,Hazard,"Crime, Drama",6.9,good,103,really long movie
3186,2006,Don,"Drama, Family",5.7,okay,91,really long movie
3187,2006,Starfish Hotel,Drama,6.3,good,98,really long movie
3188,2006,Honor de cavalleria,Drama,6.3,good,104,really long movie
3189,2006,A casa nostra,Drama,6.3,good,102,really long movie
3190,2006,Barakat!,Drama,6.4,good,95,really long movie
3191,2006,Berbagi Suami,"Comedy, Drama",7.5,good,120,really long movie
3192,2006,Cum mi-am petrecut sfârsitul lumii,Drama,7.2,good,106,really long movie
3193,2006,Electroma,"Drama, Sci-Fi",6.9,good,74,avg length movie
3194,2006,Lockout,"Horror, Mystery, Thriller",3.9,okay,90,no data
3195,2006,Mon colonel,"Crime, Drama, History",7.0,good,110,really long movie
3196,2006,Pingpong,Drama,6.5,good,89,avg length movie
3197,2006,'n Beetje Verliefd,"Comedy, Romance",5.4,okay,82,avg length movie
3198,2006,Shoot the Messenger,Drama,6.6,good,90,no data
3199,2006,Swedish Auto,Drama,6.1,good,97,really long movie
3200,2006,Vindication,Horror,5.7,okay,95,really long movie
3201,2006,Z odzysku,Drama,6.6,good,103,really long movie
3202,2006,Daddy's Girl,"Horror, Thriller",4.5,okay,90,no data
3203,2006,Marvelous,"Comedy, Drama",4.2,okay,90,no data
3204,2006,S&man,Horror,5.7,okay,84,avg length movie
3205,2006,Sei dai tinwong,"Comedy, Drama, Music",6.7,good,83,avg length movie
3206,2006,Anthony Kaun Hai?,"Mystery, Thriller",5.4,okay,127,really long movie
3207,2006,Suden arvoitus,"Adventure, Drama, Family",5.5,okay,96,really long movie
3208,2006,The Monster of Phantom Lake,"Comedy, Horror, Sci-Fi",5.6,okay,97,really long movie
3209,2006,Analog Days,Drama,5.9,okay,90,no data
3210,2006,Doraemon: Nobita no kyôryû,"Animation, Adventure, Come",6.9,good,107,really long movie
3211,2006,Nichts als Gespenster,Drama,6.3,good,120,really long movie
3212,2006,Säg att du älskar mig,Drama,4.6,okay,87,avg length movie
3213,2006,Que Dieu bénisse l'Amérique,"Drama, Thriller",6.5,good,110,really long movie
3214,2006,The Amazing Grace,"Drama, History",5.6,okay,100,really long movie
3215,2006,The Dork of the Rings,"Adventure, Comedy, Fantasy",3.2,okay,90,no data
3216,2006,Niji no megami,"Drama, Romance",7.3,good,118,really long movie
3217,2006,Bhagam Bhag,"Comedy, Mystery, Thriller",6.3,good,157,really long movie
3218,2006,Blood Trails,"Horror, Thriller",3.5,okay,87,avg length movie
3219,2006,Marilena de la P7,"Drama, Fantasy",7.9,good,48,short movie
3220,2006,Hidden Secrets,"Comedy, Drama",5.7,okay,90,no data
3221,2006,Kisarazu Cat's Eye: World Series,"Comedy, Drama",6.7,good,131,really long movie
3222,2006,Blóðbönd,Drama,6.3,good,90,no data
3223,2006,L'aria salata,Drama,7.1,good,87,avg length movie
3224,2005,Bhadra,Action,6.7,good,153,really long movie
3225,2006,Hao qi hai si mao,"Drama, Mystery",6.3,good,93,really long movie
3226,2006,Facing the Giants,"Drama, Fantasy, Sport",6.6,good,111,really long movie
3227,2006,Horizonica,"Action, Comedy, Horror",3.9,okay,95,really long movie
3228,2006,Mýrin,"Crime, Drama, Mystery",6.9,good,93,really long movie
3229,2006,Palimpsest,Thriller,5.9,okay,85,avg length movie
3230,2006,Inga tårar,Drama,4.9,okay,85,avg length movie
3231,2005,Sangue: La morte non esiste,Drama,6.8,good,104,really long movie
3232,2006,Shoppen,"Comedy, Drama, Romance",7.1,good,91,really long movie
3233,2006,Taiyô no kizu,"Crime, Drama, Thriller",7.1,good,117,really long movie
3234,2006,Vacuum Killer,"Comedy, Fantasy, Horror",5.3,okay,74,avg length movie
3235,2006,36 pasos,Horror,4.7,okay,98,really long movie
3236,2006,Monopoly,"Crime, Mystery, Thriller",5.5,okay,91,really long movie
3237,2006,"Oh, wie schön ist Panama","Animation, Family",6.5,good,70,avg length movie
3238,2006,Sommer '04,Drama,6.3,good,97,really long movie
3239,2006,Cansada de besar sapos,"Comedy, Romance",6.1,good,95,really long movie
3240,2006,La máquina de bailar,"Comedy, Music",4.2,okay,109,really long movie
3241,2005,Air,"Animation, Adventure, Dram",6.9,good,91,really long movie
3242,2006,Lange flate ballær,"Comedy, Drama, Sport",5.6,okay,97,really long movie
3243,2006,Deguchi no nai umi,"Drama, War",6.4,good,121,really long movie
3244,2006,Sun Kissed,"Drama, Romance",4.2,okay,92,really long movie
3245,2006,Kalteva torni,"Comedy, Drama",5.7,okay,96,really long movie
3246,2006,La vie secrète des gens heureux,Drama,6.4,good,101,really long movie
3247,2006,9/11: The Twin Towers,"Drama, History",7.5,good,98,really long movie
3248,2006,977,"Drama, Sci-Fi",5.8,okay,86,avg length movie
3249,2006,Bas Ek Pal,"Drama, Romance",5.9,okay,150,really long movie
3250,2006,Den brysomme mannen,"Comedy, Drama, Fantasy",7.3,good,95,really long movie
3251,2006,Drama/Mex,Drama,5.9,okay,93,really long movie
3252,2006,Dünyayi Kurtaran Adam'in Oglu,"Action, Comedy, Sci-Fi",1.7,bad,110,really long movie
3253,2006,Fallen Angels,"Horror, Thriller",3.4,okay,97,really long movie
3254,2006,Fica Comigo Esta Noite,Comedy,6.4,good,73,avg length movie
3255,2006,Fritt vilt,"Horror, Thriller",6.3,good,97,really long movie
3256,2006,Hamilton,Drama,5.7,okay,65,avg length movie
3257,2006,In 3 Tagen bist du tot,"Horror, Thriller",5.5,okay,97,really long movie
3258,2005,Kaidan Shin Mimibukuro: Yûrei manshon,Horror,6.2,good,93,really long movie
3259,2006,Kogitsune Heren,"Drama, Family",6.8,good,104,really long movie
3260,2006,Machete,"Action, Adventure, Drama",6.8,good,90,no data
3261,2006,Modern Love,"Horror, Mystery",4.6,okay,110,really long movie
3262,2006,My Dead Girlfriend,"Comedy, Horror",2.3,bad,73,avg length movie
3263,2006,Nebo iznad krajolika,Comedy,6.6,good,86,avg length movie
3264,2006,The Room,"Drama, Thriller",3.0,okay,80,avg length movie
3265,2006,7 ans,Drama,6.1,good,86,avg length movie
3266,2006,Thuruppu Gulan,"Action, Comedy",4.9,okay,140,really long movie
3267,2006,Toki o kakeru shôjo,"Animation, Adventure, Come",7.8,good,98,really long movie
3268,2005,Kanda Naal Mudhal,"Comedy, Romance",7.2,good,129,really long movie
3269,2006,Pachakuthira,"Comedy, Drama, Romance",3.9,okay,144,really long movie
3270,2006,Period Piece,"Comedy, Drama",6.4,good,80,avg length movie
3271,2006,A fost sau n-a fost?,"Comedy, Drama",7.4,good,89,avg length movie
3272,2006,Fantasma,Drama,6.2,good,63,avg length movie
3273,2006,Limit of Love: Umizaru,"Action, Drama",6.0,okay,117,really long movie
3274,2006,Yureru,"Crime, Drama",7.2,good,120,really long movie
3275,2006,Chekeraccho!!,"Drama, Musical",6.2,good,117,really long movie
3276,2006,Hatsukoi,"Crime, Drama, Romance",6.2,good,114,really long movie
3277,2006,Tjocktjuven,"Comedy, Drama, Romance",4.2,okay,82,avg length movie
3278,2006,Aap Ki Khatir,"Comedy, Romance",3.5,okay,122,really long movie
3279,2006,Dublerzy,"Action, Comedy",3.9,okay,110,really long movie
3280,2006,L'intouchable,Drama,5.0,okay,82,avg length movie
3281,2006,Metro ni notte,Drama,6.0,okay,121,really long movie
3282,2005,Tapete Vermelho,Comedy,7.0,good,100,really long movie
3283,2006,Hachimitsu to kurôbâ,Romance,6.4,good,117,really long movie
3284,2006,Love Com,"Comedy, Romance",6.3,good,99,really long movie
3285,2006,The Pumpkin Karver,Horror,3.3,okay,90,no data
3286,2006,Vita Smeralda,Comedy,2.4,bad,93,really long movie
3287,2006,Asian Stories (Book 3),"Comedy, Drama",5.6,okay,98,really long movie
3288,2006,Coming Soon,"Comedy, Fantasy",4.1,okay,106,really long movie
3289,2006,Congorama,"Comedy, Drama",7.1,good,105,really long movie
3290,2006,Costa Chica: Confession of an Exorcist,Horror,2.7,bad,82,avg length movie
3291,2006,Court of Lonely Royals,"Drama, Thriller",4.5,okay,90,no data
3292,2006,The Da Vinci Treasure,"Action, Adventure, Mystery",2.2,bad,91,really long movie
3293,2006,"De ma fenêtre, sans maison...",Drama,6.8,good,88,avg length movie
3294,2006,Death Note: The Last Name,"Adventure, Crime, Drama",7.2,good,141,really long movie
3295,2006,Driller,"Horror, Sci-Fi",6.3,good,85,avg length movie
3296,2006,Krummerne - Så er det jul igen,"Adventure, Family",4.1,okay,90,no data
3297,2006,Jiang cheng xia ri,Drama,6.5,good,88,avg length movie
3298,2006,Nos amis les Terriens,Sci-Fi,5.3,okay,85,avg length movie
3299,2006,Pirates of Treasure Island,"Action, Adventure",2.3,bad,85,avg length movie
3300,2006,Stalking Santa,Comedy,5.4,okay,82,avg length movie
3301,2006,Survival,Horror,3.7,okay,80,avg length movie
3302,2006,Vargam,"Action, Crime",6.1,good,142,really long movie
3303,2006,As esi tu,"Adventure, Romance",6.8,good,90,no data
3304,2006,Boa... Nguu yak!,"Action, Adventure, Horror",2.5,bad,95,really long movie
3305,2006,K3 en het ijsprinsesje,Family,5.6,okay,70,avg length movie
3306,2005,To kako,"Action, Comedy, Horror",5.5,okay,83,avg length movie
3307,2006,Liv,Drama,6.6,good,59,short movie
3308,2006,Military Intelligence and You!,Comedy,6.1,good,78,avg length movie
3309,2006,Naksha,"Action, Adventure, Fantasy",3.1,okay,128,really long movie
3310,2006,Piter FM,"Comedy, Drama, Romance",7.0,good,85,avg length movie
3311,2006,Godavari,"Drama, Romance",7.7,good,160,really long movie
3312,2006,Hak kuen,"Action, Crime, Thriller",6.5,good,110,really long movie
3313,2006,Alag: He Is Different.... He Is Alone...,"Action, Drama, Fantasy",3.8,okay,123,really long movie
3314,2006,Anuranan,"Drama, Romance",6.8,good,113,really long movie
3315,2006,Day on Fire,Drama,4.3,okay,91,really long movie
3316,2006,Dil Diya Hai,"Drama, Romance, Thriller",3.4,okay,121,really long movie
3317,2006,Ede megevé ebédem,Comedy,5.8,okay,90,no data
3318,2006,Sipur Hatzi-Russi,"Drama, Music, Romance",7.0,good,95,really long movie
3319,2006,Love Life,Romance,5.3,okay,72,avg length movie
3320,2006,Matichya Chuli,"Comedy, Drama",6.7,good,132,really long movie
3321,2006,Obratnyy otschet,Action,5.8,okay,110,really long movie
3322,2006,Rocky,"Action, Drama, Romance",4.0,okay,125,really long movie
3323,2006,Séance,Horror,4.4,okay,88,avg length movie
3324,2006,Ti lascio perché ti amo troppo,Comedy,5.7,okay,90,no data
3325,2006,Les amitiés maléfiques,Drama,6.4,good,100,really long movie
3326,2006,Bamako,Drama,6.7,good,115,really long movie
3327,2006,Je pense à vous,"Comedy, Drama",5.2,okay,82,avg length movie
3328,2006,Egy bolond százat csinál,"Comedy, Romance",3.6,okay,100,really long movie
3329,2006,Quei loro incontri,Drama,6.9,good,68,avg length movie
3330,2006,Khan kluay,"Animation, Adventure, Fami",5.9,okay,88,avg length movie
3331,2006,Cowboy Junction,"Drama, Thriller",4.1,okay,80,avg length movie
3332,2005,Dondurmam Gaymak,Comedy,6.6,good,100,really long movie
3333,2006,"The Young, the Gay and the Restless","Comedy, Drama",3.0,okay,76,avg length movie
3334,2006,Shaam-e aroosi,"Comedy, Romance",4.1,okay,94,really long movie
3335,2006,Gukgyeong-ui namjjok,Drama,6.7,good,109,really long movie
3336,2006,Pokiri,"Action, Thriller",7.9,good,164,really long movie
3337,2006,Sasaeng gyeoldan,"Action, Crime, Thriller",6.3,good,117,really long movie
3338,2006,Disorder,Thriller,5.8,okay,103,really long movie
3339,2006,Paramasivan,"Action, Thriller",4.3,okay,160,really long movie
3340,2006,Ro(c)k podvratáku,"Comedy, Crime",4.9,okay,104,really long movie
3341,2006,Roméo et Juliette,Drama,4.8,okay,105,really long movie
3342,2006,Troubled Waters,Thriller,5.1,okay,95,really long movie
3343,2006,Colic: dek hen pee,"Horror, Mystery",5.5,okay,108,really long movie
3344,2006,Gang chanee kap ee-aep,Comedy,6.0,okay,117,really long movie
3345,2006,In the Blood,"Horror, Thriller",4.7,okay,82,avg length movie
3346,2006,Laa-thaa-phii,Horror,4.8,okay,100,really long movie
3347,2005,Resurrection Mary,"Drama, Horror, Mystery",3.4,okay,98,really long movie
3348,2006,Dog Lover's Symphony,"Comedy, Family",2.6,bad,103,really long movie
3349,2006,Pretty Dead Things,Horror,6.0,okay,92,really long movie
3350,2006,Islander,Drama,6.5,good,100,really long movie
3351,2006,Gau ngao gau,"Action, Crime, Drama",6.6,good,109,really long movie
3352,2006,Jigyaasa,Drama,3.6,okay,147,really long movie
3353,2006,Onni von Sopanen,Family,6.5,good,90,no data
3354,2006,Seelai ng yi cho,Drama,6.4,good,100,really long movie
3355,2006,Rough,"Romance, Sport",5.9,okay,106,really long movie
3356,2006,Otoshimono,Horror,5.0,okay,93,really long movie
3357,2006,Hîrtia va fi albastrã,"Action, Drama",7.7,good,95,really long movie
3358,2005,Ithikon akmaiotaton,"Comedy, Drama, Romance",3.6,okay,93,really long movie
3359,2006,Casi casi,"Adventure, Comedy",5.9,okay,93,really long movie
3360,2006,"Isi & Disi, alto voltaje",Comedy,4.3,okay,91,really long movie
3361,2006,Izobrazhaya zhertvu,Comedy,7.2,good,95,really long movie
3362,2005,Meatball Machine,"Action, Horror, Sci-Fi",5.7,okay,90,no data
3363,2006,A3 - Rock'n'Roll uzvraca udarac,"Comedy, Drama, Music",5.1,okay,86,avg length movie
3364,2006,Shark Bait,"Animation, Family",4.2,okay,77,avg length movie
3365,2006,Tochka,Drama,6.2,good,92,really long movie
3366,2006,Valkoinen kaupunki,"Drama, Romance",6.4,good,92,really long movie
3367,2006,Confessions,"Crime, Drama, Mystery",2.9,bad,96,really long movie
3368,2006,Biyeolhan geori,"Action, Crime, Drama",7.4,good,141,really long movie
3369,2006,Guta-yubalja-deul,"Action, Drama, Horror",6.4,good,115,really long movie
3370,2006,Horobicheu-reul wihayeo,Drama,6.8,good,108,really long movie
3371,2006,Jjakpae,Action,6.7,good,92,really long movie
3372,2006,"Saeng, nal-seon-saeng","Comedy, Romance",4.0,okay,97,really long movie
3373,2006,Rag Tag,"Drama, Romance",5.8,okay,98,really long movie
3374,2006,Kenny,Comedy,7.2,good,99,really long movie
3375,2006,The Sex Movie,Drama,4.8,okay,84,avg length movie
3376,2006,Gajokeui tansaeng,Drama,6.9,good,113,really long movie
3377,2006,Tokyo Friends: The Movie,Drama,6.4,good,116,really long movie
3378,2006,Dor,Drama,8.0,good,147,really long movie
3379,2005,L'educazione sentimentale di Eugénie,"Comedy, Drama",4.2,okay,83,avg length movie
3380,2006,L'estate del mio primo bacio,Comedy,5.5,okay,84,avg length movie
3381,2006,Fartovyy,"Crime, Drama",5.8,okay,93,really long movie
3382,2006,Tennis no oujisama,Action,6.1,good,111,really long movie
3383,2006,Una película de huevos,"Animation, Comedy, Family",6.4,good,90,no data
3384,2006,Daratt,Drama,6.9,good,96,really long movie
3385,2006,Wages of Sin,Horror,2.5,bad,93,really long movie
3386,2006,L'étoile du soldat,"Drama, History, War",6.8,good,100,really long movie
3387,2006,The Pet,"Drama, Thriller",3.7,okay,94,really long movie
3388,2006,Razsledvane,"Crime, Drama",6.7,good,95,really long movie
3389,2006,Apateu,"Horror, Thriller",5.8,okay,90,no data
3390,2006,Afblijven,"Drama, Family",5.3,okay,100,really long movie
3391,2006,Arang,"Horror, Thriller",6.0,okay,97,really long movie
3392,2006,Gang-jeok,"Action, Crime, Drama",6.0,okay,118,really long movie
3393,2005,Saishû heiki kanojo,"Action, Fantasy, Sci-Fi",4.7,okay,120,really long movie
3394,2006,2 süper film birden,"Comedy, Drama",5.2,okay,95,really long movie
3395,2006,Eve giden yol 1914,"Drama, History, War",4.9,okay,98,really long movie
3396,2006,Idegölö,"Comedy, Crime",2.4,bad,96,really long movie
3397,2006,Phoenix,Drama,5.7,okay,86,avg length movie
3398,2006,Silent Bloodnight,"Crime, Horror",2.7,bad,84,avg length movie
3399,2006,Sinav,"Comedy, Drama",6.5,good,120,really long movie
3400,2006,"Io, l'altro",Drama,6.3,good,78,avg length movie
3401,2006,Blood Tea and Red String,"Animation, Fantasy",7.1,good,71,avg length movie
3402,2006,Hokkabaz,"Comedy, Drama",7.4,good,122,really long movie
3403,2006,Reprise,Drama,7.4,good,105,really long movie
3404,2006,Ciudad en celo,"Comedy, Romance",6.5,good,100,really long movie
3405,2006,Jaane Hoga Kya,"Action, Crime, Sci-Fi",2.8,bad,155,really long movie
3406,2006,Slip,Thriller,4.6,okay,96,really long movie
